288,Ghana,,118,Millet,2007,2.5,2.5,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
288,Ghana,,118,Millet,2007,2.7,2.7,,,,Market storage,Wholesale,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
288,Ghana,,118,Millet,2007,3.5,3.5,,,,Harvesting/field drying,Harvest,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
288,Ghana,,118,Millet,2007,1.2,1.2,,,,Farm storage,Storage,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
288,Ghana,,118,Millet,2007,2.5,2.5,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
31,Azerbaijan,,111,Wheat,2015,11.55,11.55150229,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2015,0.32,0.319024709,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,115,Barley,2015,3.38,3.37892988,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,117,Oats,2015,7.95,7.949872724,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2015,6.66,6.661030371,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1701,"Beans, dry",2015,3.73,3.725950258,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,111,Wheat,2014,15.76,15.76240425,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2014,0.31,0.305506984,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,115,Barley,2014,4.06,4.061405863,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,117,Oats,2014,12.32,12.32247285,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2014,0.67,0.672875888,,,,,SWS_Total,,,,,,Nsi Web. Yb 2015,National Statistics Yearbook,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2014,6.73,6.729735305,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1701,"Beans, dry",2014,3.57,3.57073924,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,111,Wheat,2013,1.48,1.475147816,,,,,SWS_Total,,,,,,Nsi Web.National Fbs For Wheat. Considered To Be Digit Error In The Light Of Previous Off Data. T...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,111,Wheat,2013,14.74,14.73654312,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2013,0.28,0.276205939,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2013,2.76,2.762059391,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publications. Fbs. Supposed To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,115,Barley,2013,3.43,3.425472722,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,117,Oats,2013,8.58,8.575071725,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2013,0.65,0.647676222,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publication. Fbs. Assumed To Be Digit Error. To Be Double Checked With Oth Of...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2013,6.48,6.476762223,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1701,"Beans, dry",2013,3.7,3.698630137,,,,,SWS_Total,,,,,,Questionnaire_31_Azerbaijan_2015_En Son,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2012,2.48,2.48447205,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publications. Fbs. Supposed To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2012,0.64,0.637760765,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publication. Fbs. Assumed To Be Digit Error. To Be Double Checked With Oth Of...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2012,0.64,0.637760765,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2011,2.48,2.481845758,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2011,2.48,2.481845758,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publications. Fbs. Supposed To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2011,0.65,0.653754807,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2011,0.65,0.653797427,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publication. Fbs. Assumed To Be Digit Error. To Be Double Checked With Oth Of...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2010,3.66,3.660123033,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publications. Fbs. Supposed To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2010,0.98,0.981849829,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publication. Fbs. Assumed To Be Digit Error. To Be Double Checked With Oth Of...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2010,0.98,0.981881285,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2009,2.96,2.963511761,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publications. Fbs. Supposed To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2009,2.96,2.963511761,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2009,0.91,0.906530048,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publication. Fbs. Assumed To Be Digit Error. To Be Double Checked With Oth Of...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2009,0.92,0.915584158,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,111,Wheat,2008,1.25,1.254090741,,,,,SWS_Total,,,,,,Nsi Web.National Fbs For Wheat. Considered To Be Digit Error In The Light Of Previous Off Data. T...,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2008,2.77,2.767620729,,,,,SWS_Total,,,,,,Nsi Web. National Fbs. Considered To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,112,Maize (corn),2008,2.77,2.767620729,,,,,SWS_Total,,,,,,Nsi Web. Electronic Publications. Fbs. Supposed To Be Digit Error. To Be Double Checked,Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
31,Azerbaijan,,1510,Potatoes,2008,1.1,1.095524134,,,,,SWS_Total,,,,,,Q. Arrived On 29/05/09,FAO Sources,FAO Sources,
32,Argentina,,112,Maize (corn),2014,1.21,1.208927994,,,,,SWS_Total,,,,,,,FAO Sources,FAO Sources,
32,Argentina,,112,Maize (corn),2013,1.25,1.245360604,,,,,SWS_Total,,,,,,,FAO Sources,FAO Sources,
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",112,Maize (corn),2016,0.65,.5-.8,8.47-9.15 kg,,6.9-9.15 USD,,Traders,,,,150,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",112,Maize (corn),2016,2.88,2.88,24.76 kg,,9.38 USD,,Processing,,,,104,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",112,Maize (corn),2016,15.15,9.84-20.46,55.67-194.93 kg,,18.37-82.88 USD,,Farm,,,,884,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",112,Maize (corn),2016,0.65,.5-.8,8.47-9.15 kg,,6.9-9.15 USD,,Trader,,,,150,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",1701,"Beans, dry",2016,0.62,.57-.66,2.28-2.59 kg,,2.28-2.59 USD,,Traders,,,,162,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",1701,"Beans, dry",2016,2.94,2.94,2.44 kg,,3.62 USD,,Processing,,,,120,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",1701,"Beans, dry",2016,14.72,9.77-19.67,7.47-24.79 kg,,8.24-32.64 USD,,Farm,,,,431,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Chimaltenango, Escuintla, Guatemala, Quetzaltenango, Sacatepequez, San Marcos, Solola, and Totonicapan",1701,"Beans, dry",2016,0.62,.57-.66,2.28-2.59 kg,,2.28-2.59 USD,,Trader,,,,162,,"Self reported, Categorical, Attributes, and price base; Survey Based",Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology
320,Guatemala,"Ixcan, Polochic and El Peten region",112,Maize (corn),2013,20,19-21,,,,,Storage,,,High Humidity,,,,-,IICA 2013,http://www.fao.org/fileadmin/user_upload/hlpe/hlpe_documents/Critical_Emerging_Issues/HLPE_Inquiry_Full_Proceedings__27-April-2014.pdf
320,Guatemala,"Ixcan, Polochic and El Peten region",112,Maize (corn),2013,42.5,40-45,,,,,Storage,6 Months,,High Humidity,,,,-,IICA 2013,http://www.fao.org/fileadmin/user_upload/hlpe/hlpe_documents/Critical_Emerging_Issues/HLPE_Inquiry_Full_Proceedings__27-April-2014.pdf
320,Guatemala,"Ixcan, Polochic and El Peten region",112,Maize (corn),2013,20,19-21,,,,,Storage,,,High Humidity,,,,-,IICA 2013,http://www.fao.org/fileadmin/user_upload/hlpe/hlpe_documents/Critical_Emerging_Issues/HLPE_Inquiry_Full_Proceedings__27-April-2014.pdf
320,Guatemala,"Ixcan, Polochic and El Peten region",112,Maize (corn),2013,42.5,40-45,,,,,Storage,6 Months,,High Humidity,,,,-,IICA 2013,http://www.fao.org/fileadmin/user_upload/hlpe/hlpe_documents/Critical_Emerging_Issues/HLPE_Inquiry_Full_Proceedings__27-April-2014.pdf
320,Guatemala,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2011,9,8.999839073,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1311,Avocados,2011,20,19.99956264,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1318,Pineapples,2011,20,20,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1652,"Chillies and peppers, dry (Capsicum spp. and Pimenta spp.), raw",2011,10,9.999608779,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1701,"Beans, dry",2011,15.4,15.3997759,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,21121,"Meat of chickens, fresh or chilled",2011,9.89,9.894540129,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2010,9,8.999942492,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2010 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1311,Avocados,2010,20,19.99978788,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2010 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1318,Pineapples,2010,20,19.99991463,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2010 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1652,"Chillies and peppers, dry (Capsicum spp. and Pimenta spp.), raw",2010,10,10,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2010 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1701,"Beans, dry",2010,15.4,15.39997046,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2010 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2009,9,9.000376853,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2009 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1311,Avocados,2009,20,20.00020276,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2009 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1318,Pineapples,2009,20,19.99980498,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2009 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1652,"Chillies and peppers, dry (Capsicum spp. and Pimenta spp.), raw",2009,10,9.99978509,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2009 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1701,"Beans, dry",2009,16,16.00022796,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2009 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1311,Avocados,2008,20,20,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2008 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1652,"Chillies and peppers, dry (Capsicum spp. and Pimenta spp.), raw",2008,10,10.00087344,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2008 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1701,"Beans, dry",2008,15.4,15.40024266,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2008 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2007,6.39,6.386598503,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2007 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1311,Avocados,2007,20,20,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2007 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1652,"Chillies and peppers, dry (Capsicum spp. and Pimenta spp.), raw",2007,10,10.00057874,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2007 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
320,Guatemala,,1701,"Beans, dry",2007,15.4,15.39998335,,,,,SWS_Total,,,,,,Hoja De Balance De Alimentos 2007 - Instituto Nacional De Estadistica (Ine),Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
324,Guinea,,112,Maize (corn),2013,1.3,1.3,,,,Threshing/Shelling,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,1.7,1.7,,,,Transport to market,Transport,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,2.4,2.4,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,2.7,2.7,,,,Market storage,Wholesale,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,3,3,,,,,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,4,4,,,,Platform drying,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,6.4,6.4,,,,Harvesting/field drying,Harvest,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,2.4,2.4,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,112,Maize (corn),2013,3,3,,,,Farm storage,Storage,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,0.7,0.7,,,,Farm storage,Storage,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,1,1,,,,Transport to market,Transport,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,1.3,1.3,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,2.5,2.5,,,,Winnowing,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,2.7,2.7,,,,Market storage,Wholesale,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,3.1,3.1,,,,Threshing & Shelling,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,113,Rice,2013,4.4,4.4,,,,Harvesting/field drying,Harvest,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,114,Sorghum,2013,1,1,,,,Transport to market,Transport,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,114,Sorghum,2013,1.3,1.3,,,,Farm storage,Storage,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,114,Sorghum,2013,2.2,2.2,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,114,Sorghum,2013,2.7,2.7,,,,Market storage,Wholesale,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,114,Sorghum,2013,3.6,3.6,,,,Threshing & Shelling,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,114,Sorghum,2013,4.6,4.6,,,,Harvesting/field drying,Harvest,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,0.2,0.2,,,,,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,1,1,,,,Transport to market,Transport,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,2.5,2.5,,,,Transport to farm,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,2.5,2.5,,,,Winnowing,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,2.7,2.7,,,,Market storage,Wholesale,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,3.5,3.5,,,,Harvesting/field drying,Harvest,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
324,Guinea,,1193,Fonio,2013,3.5,3.5,,,,Threshing/Shelling,Farm,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
